form_id,lexeme,cell,phon_form
3356,ontkai,hod.dur.real.3act.nsgact.1und.nsgund.plu,nɔⁿtⁿs
3357,ontkai,hod.dur.real.3act.nsgact.2und.sgund.nplu,#DEF#
3358,ontkai,hod.dur.real.3act.nsgact.2und.sgund.plu,nɔⁿtⁿs
3359,ontkai,hod.dur.real.3act.nsgact.2und.nsgund.nplu,#DEF#
3360,ontkai,hod.dur.real.3act.nsgact.2und.nsgund.plu,jɔⁿtⁿs
3361,ontkai,hod.dur.real.3act.nsgact.3und.sgund.fem.nplu,#DEF#
3362,ontkai,hod.dur.real.3act.nsgact.3und.sgund.fem.plu,wɔⁿtⁿs
3363,ontkai,hod.dur.real.3act.nsgact.3und.sgund.def.nplu,#DEF#
3364,ontkai,hod.dur.real.3act.nsgact.3und.sgund.def.plu,jɔⁿtⁿs
3365,ontkai,hod.dur.real.3act.nsgact.3und.nsgund.nplu,#DEF#
3366,ontkai,hod.dur.real.3act.nsgact.3und.nsgund.plu,jɔⁿtⁿs
3367,ontkai,hod.pfv.real.1act.sgact.2und.sgund.nplu,knɔⁿtj
3368,ontkai,hod.pfv.real.1act.sgact.2und.nsgund.nplu,sɔⁿtj
3369,ontkai,hod.pfv.real.1act.sgact.3und.sgund.fem.nplu,bɔⁿtj
3370,ontkai,hod.pfv.real.1act.sgact.3und.sgund.def.nplu,sɔⁿtj
3371,ontkai,hod.pfv.real.1act.sgact.3und.nsgund.nplu,sɔⁿtj
3372,ontkai,hod.pfv.real.1act.nsgact.2und.sgund.nplu,knɔⁿtmɛ
3373,ontkai,hod.pfv.real.1act.nsgact.2und.nsgund.nplu,sɔⁿtmɛ
3374,ontkai,hod.pfv.real.1act.nsgact.3und.sgund.fem.nplu,bɔⁿtmɛ
3375,ontkai,hod.pfv.real.1act.nsgact.3und.sgund.def.nplu,sɔⁿtmɛ
3376,ontkai,hod.pfv.real.1act.nsgact.3und.nsgund.nplu,sɔⁿtmɛ
3377,ontkai,hod.pfv.real.2act.sgact.1und.sgund.nplu,bɔⁿtj
3378,ontkai,hod.pfv.real.2act.sgact.1und.nsgund.nplu,knɔⁿtj
3379,ontkai,hod.pfv.real.2act.sgact.3und.sgund.fem.nplu,bɔⁿtj
3380,ontkai,hod.pfv.real.2act.sgact.3und.sgund.def.nplu,sɔⁿtj
3381,ontkai,hod.pfv.real.2act.sgact.3und.nsgund.nplu,sɔⁿtj
3382,ontkai,hod.pfv.real.2act.nsgact.1und.sgund.nplu,bɔⁿtmɛ
3383,ontkai,hod.pfv.real.2act.nsgact.1und.nsgund.nplu,knɔⁿtmɛ
3384,ontkai,hod.pfv.real.2act.nsgact.3und.sgund.fem.nplu,bɔⁿtmɛ
3385,ontkai,hod.pfv.real.2act.nsgact.3und.sgund.def.nplu,sɔⁿtmɛ
3386,ontkai,hod.pfv.real.2act.nsgact.3und.nsgund.nplu,sɔⁿtmɛ
3387,ontkai,hod.pfv.real.3act.sgact.1und.sgund.nplu,bɔⁿtj
3388,ontkai,hod.pfv.real.3act.sgact.1und.nsgund.nplu,knɔⁿtj
3389,ontkai,hod.pfv.real.3act.sgact.2und.sgund.nplu,knɔⁿtj
3390,ontkai,hod.pfv.real.3act.sgact.2und.nsgund.nplu,sɔⁿtj
3391,ontkai,hod.pfv.real.3act.sgact.3und.sgund.fem.nplu,bɔⁿtj
3392,ontkai,hod.pfv.real.3act.sgact.3und.sgund.def.nplu,sɔⁿtj
3393,ontkai,hod.pfv.real.3act.sgact.3und.nsgund.nplu,sɔⁿtj
3394,ontkai,hod.pfv.real.3act.nsgact.1und.sgund.nplu,bɔⁿtmɛ
3395,ontkai,hod.pfv.real.3act.nsgact.1und.nsgund.nplu,knɔⁿtmɛ
3396,ontkai,hod.pfv.real.3act.nsgact.2und.sgund.nplu,knɔⁿtmɛ
3397,ontkai,hod.pfv.real.3act.nsgact.2und.nsgund.nplu,sɔⁿtmɛ
3398,ontkai,hod.pfv.real.3act.nsgact.3und.sgund.fem.nplu,bɔⁿtmɛ
3399,ontkai,hod.pfv.real.3act.nsgact.3und.sgund.def.nplu,sɔⁿtmɛ
3400,ontkai,hod.pfv.real.3act.nsgact.3und.nsgund.nplu,sɔⁿtmɛ
3401,ontkai,rct.dur.real.1act.sgact.2und.sgund.nplu,#DEF#
3402,ontkai,rct.dur.real.1act.sgact.2und.sgund.plu,kwnɔⁿt
3403,ontkai,rct.dur.real.1act.sgact.2und.nsgund.nplu,#DEF#
3404,ontkai,rct.dur.real.1act.sgact.2und.nsgund.plu,swɔⁿt
3405,ontkai,rct.dur.real.1act.sgact.3und.sgund.fem.nplu,#DEF#
3406,ontkai,rct.dur.real.1act.sgact.3und.sgund.fem.plu,kwwɔⁿt
3407,ontkai,rct.dur.real.1act.sgact.3und.sgund.def.nplu,#DEF#
3408,ontkai,rct.dur.real.1act.sgact.3und.sgund.def.plu,swɔⁿt
3409,ontkai,rct.dur.real.1act.sgact.3und.nsgund.nplu,#DEF#
3410,ontkai,rct.dur.real.1act.sgact.3und.nsgund.plu,swɔⁿt
3411,ontkai,rct.dur.real.1act.nsgact.2und.sgund.nplu,#DEF#
3412,ontkai,rct.dur.real.1act.nsgact.2und.sgund.plu,kwnɔⁿtj
3413,ontkai,rct.dur.real.1act.nsgact.2und.nsgund.nplu,#DEF#
3414,ontkai,rct.dur.real.1act.nsgact.2und.nsgund.plu,swɔⁿtj
3415,ontkai,rct.dur.real.1act.nsgact.3und.sgund.fem.nplu,#DEF#
3416,ontkai,rct.dur.real.1act.nsgact.3und.sgund.fem.plu,kwwɔⁿtj
3417,ontkai,rct.dur.real.1act.nsgact.3und.sgund.def.nplu,#DEF#
3418,ontkai,rct.dur.real.1act.nsgact.3und.sgund.def.plu,swɔⁿtj
3419,ontkai,rct.dur.real.1act.nsgact.3und.nsgund.nplu,#DEF#
3420,ontkai,rct.dur.real.1act.nsgact.3und.nsgund.plu,swɔⁿtj
3421,ontkai,rct.dur.real.2act.sgact.1und.sgund.nplu,#DEF#
3422,ontkai,rct.dur.real.2act.sgact.1und.sgund.plu,kwwɔⁿt
3423,ontkai,rct.dur.real.2act.sgact.1und.nsgund.nplu,#DEF#
3424,ontkai,rct.dur.real.2act.sgact.1und.nsgund.plu,kwnɔⁿt
3425,ontkai,rct.dur.real.2act.sgact.3und.sgund.fem.nplu,#DEF#
3426,ontkai,rct.dur.real.2act.sgact.3und.sgund.fem.plu,kwwɔⁿt
3427,ontkai,rct.dur.real.2act.sgact.3und.sgund.def.nplu,#DEF#
3428,ontkai,rct.dur.real.2act.sgact.3und.sgund.def.plu,swɔⁿt
3429,ontkai,rct.dur.real.2act.sgact.3und.nsgund.nplu,#DEF#
3430,ontkai,rct.dur.real.2act.sgact.3und.nsgund.plu,swɔⁿt
3431,ontkai,rct.dur.real.2act.nsgact.1und.sgund.nplu,#DEF#
3432,ontkai,rct.dur.real.2act.nsgact.1und.sgund.plu,kwwɔⁿtj
3433,ontkai,rct.dur.real.2act.nsgact.1und.nsgund.nplu,#DEF#
3434,ontkai,rct.dur.real.2act.nsgact.1und.nsgund.plu,kwnɔⁿtj
3435,ontkai,rct.dur.real.2act.nsgact.3und.sgund.fem.nplu,#DEF#
3436,ontkai,rct.dur.real.2act.nsgact.3und.sgund.fem.plu,kwwɔⁿtj
3437,ontkai,rct.dur.real.2act.nsgact.3und.sgund.def.nplu,#DEF#
3438,ontkai,rct.dur.real.2act.nsgact.3und.sgund.def.plu,swɔⁿtj
3439,ontkai,rct.dur.real.2act.nsgact.3und.nsgund.nplu,#DEF#
3440,ontkai,rct.dur.real.2act.nsgact.3und.nsgund.plu,swɔⁿtj
3441,ontkai,rct.dur.real.3act.sgact.1und.sgund.nplu,#DEF#
3442,ontkai,rct.dur.real.3act.sgact.1und.sgund.plu,kwwɔⁿt
3443,ontkai,rct.dur.real.3act.sgact.1und.nsgund.nplu,#DEF#
3444,ontkai,rct.dur.real.3act.sgact.1und.nsgund.plu,kwnɔⁿt
3445,ontkai,rct.dur.real.3act.sgact.2und.sgund.nplu,#DEF#
3446,ontkai,rct.dur.real.3act.sgact.2und.sgund.plu,kwnɔⁿt
3447,ontkai,rct.dur.real.3act.sgact.2und.nsgund.nplu,#DEF#
3448,ontkai,rct.dur.real.3act.sgact.2und.nsgund.plu,swɔⁿt
3449,ontkai,rct.dur.real.3act.sgact.3und.sgund.fem.nplu,#DEF#
3450,ontkai,rct.dur.real.3act.sgact.3und.sgund.fem.plu,kwwɔⁿt
3451,ontkai,rct.dur.real.3act.sgact.3und.sgund.def.nplu,#DEF#
3452,ontkai,rct.dur.real.3act.sgact.3und.sgund.def.plu,swɔⁿt
3453,ontkai,rct.dur.real.3act.sgact.3und.nsgund.nplu,#DEF#
3454,ontkai,rct.dur.real.3act.sgact.3und.nsgund.plu,swɔⁿt
3455,ontkai,rct.dur.real.3act.nsgact.1und.sgund.nplu,#DEF#
3456,ontkai,rct.dur.real.3act.nsgact.1und.sgund.plu,kwwɔⁿtj
3457,ontkai,rct.dur.real.3act.nsgact.1und.nsgund.nplu,#DEF#
3458,ontkai,rct.dur.real.3act.nsgact.1und.nsgund.plu,kwnɔⁿtj
3459,ontkai,rct.dur.real.3act.nsgact.2und.sgund.nplu,#DEF#
3460,ontkai,rct.dur.real.3act.nsgact.2und.sgund.plu,kwnɔⁿtj
3461,ontkai,rct.dur.real.3act.nsgact.2und.nsgund.nplu,#DEF#
3462,ontkai,rct.dur.real.3act.nsgact.2und.nsgund.plu,swɔⁿtj
3463,ontkai,rct.dur.real.3act.nsgact.3und.sgund.fem.nplu,#DEF#
3464,ontkai,rct.dur.real.3act.nsgact.3und.sgund.fem.plu,kwwɔⁿtj
3465,ontkai,rct.dur.real.3act.nsgact.3und.sgund.def.nplu,#DEF#
3466,ontkai,rct.dur.real.3act.nsgact.3und.sgund.def.plu,swɔⁿtj
3467,ontkai,rct.dur.real.3act.nsgact.3und.nsgund.nplu,#DEF#
3468,ontkai,rct.dur.real.3act.nsgact.3und.nsgund.plu,swɔⁿtj
3469,ontkai,rct.ipfv.real.1act.sgact.2und.sgund.nplu,nɔⁿtɛn
3470,ontkai,rct.ipfv.real.1act.sgact.2und.sgund.plu,nɔⁿtɛn
3471,ontkai,rct.ipfv.real.1act.sgact.2und.nsgund.nplu,jɔⁿtɛn
3472,ontkai,rct.ipfv.real.1act.sgact.2und.nsgund.plu,jɔⁿtɛn
3473,ontkai,rct.ipfv.real.1act.sgact.3und.sgund.fem.nplu,wɔⁿtɛn
3474,ontkai,rct.ipfv.real.1act.sgact.3und.sgund.fem.plu,wɔⁿtɛn
3475,ontkai,rct.ipfv.real.1act.sgact.3und.sgund.def.nplu,jɔⁿtɛn
3476,ontkai,rct.ipfv.real.1act.sgact.3und.sgund.def.plu,jɔⁿtɛn
3477,ontkai,rct.ipfv.real.1act.sgact.3und.nsgund.nplu,jɔⁿtɛn
3478,ontkai,rct.ipfv.real.1act.sgact.3und.nsgund.plu,jɔⁿtɛn
3479,ontkai,rct.ipfv.real.1act.nsgact.2und.sgund.nplu,nɔⁿtɛnj
3480,ontkai,rct.ipfv.real.1act.nsgact.2und.sgund.plu,nɔⁿtɛnj
3481,ontkai,rct.ipfv.real.1act.nsgact.2und.nsgund.nplu,jɔⁿtɛnj
3482,ontkai,rct.ipfv.real.1act.nsgact.2und.nsgund.plu,jɔⁿtɛnj
3483,ontkai,rct.ipfv.real.1act.nsgact.3und.sgund.fem.nplu,wɔⁿtɛnj
3484,ontkai,rct.ipfv.real.1act.nsgact.3und.sgund.fem.plu,wɔⁿtɛnj
3485,ontkai,rct.ipfv.real.1act.nsgact.3und.sgund.def.nplu,jɔⁿtɛnj
3486,ontkai,rct.ipfv.real.1act.nsgact.3und.sgund.def.plu,jɔⁿtɛnj
3487,ontkai,rct.ipfv.real.1act.nsgact.3und.nsgund.nplu,jɔⁿtɛnj
3488,ontkai,rct.ipfv.real.1act.nsgact.3und.nsgund.plu,jɔⁿtɛnj
3489,ontkai,rct.ipfv.real.2act.sgact.1und.sgund.nplu,wɔⁿtɛn
3490,ontkai,rct.ipfv.real.2act.sgact.1und.sgund.plu,wɔⁿtɛn
3491,ontkai,rct.ipfv.real.2act.sgact.1und.nsgund.nplu,nɔⁿtɛn
3492,ontkai,rct.ipfv.real.2act.sgact.1und.nsgund.plu,nɔⁿtɛn
3493,ontkai,rct.ipfv.real.2act.sgact.3und.sgund.fem.nplu,wɔⁿtɛn
3494,ontkai,rct.ipfv.real.2act.sgact.3und.sgund.fem.plu,wɔⁿtɛn
3495,ontkai,rct.ipfv.real.2act.sgact.3und.sgund.def.nplu,jɔⁿtɛn
3496,ontkai,rct.ipfv.real.2act.sgact.3und.sgund.def.plu,jɔⁿtɛn
3497,ontkai,rct.ipfv.real.2act.sgact.3und.nsgund.nplu,jɔⁿtɛn
3498,ontkai,rct.ipfv.real.2act.sgact.3und.nsgund.plu,jɔⁿtɛn
3499,ontkai,rct.ipfv.real.2act.nsgact.1und.sgund.nplu,wɔⁿtɛnj
3500,ontkai,rct.ipfv.real.2act.nsgact.1und.sgund.plu,wɔⁿtɛnj
3501,ontkai,rct.ipfv.real.2act.nsgact.1und.nsgund.nplu,nɔⁿtɛnj
3502,ontkai,rct.ipfv.real.2act.nsgact.1und.nsgund.plu,nɔⁿtɛnj
3503,ontkai,rct.ipfv.real.2act.nsgact.3und.sgund.fem.nplu,wɔⁿtɛnj
3504,ontkai,rct.ipfv.real.2act.nsgact.3und.sgund.fem.plu,wɔⁿtɛnj
3505,ontkai,rct.ipfv.real.2act.nsgact.3und.sgund.def.nplu,jɔⁿtɛnj
3506,ontkai,rct.ipfv.real.2act.nsgact.3und.sgund.def.plu,jɔⁿtɛnj
3507,ontkai,rct.ipfv.real.2act.nsgact.3und.nsgund.nplu,jɔⁿtɛnj
3508,ontkai,rct.ipfv.real.2act.nsgact.3und.nsgund.plu,jɔⁿtɛnj
3509,ontkai,rct.ipfv.real.3act.sgact.1und.sgund.nplu,wɔⁿtɛn
3510,ontkai,rct.ipfv.real.3act.sgact.1und.sgund.plu,wɔⁿtɛn
3511,ontkai,rct.ipfv.real.3act.sgact.1und.nsgund.nplu,nɔⁿtɛn
3512,ontkai,rct.ipfv.real.3act.sgact.1und.nsgund.plu,nɔⁿtɛn
3513,ontkai,rct.ipfv.real.3act.sgact.2und.sgund.nplu,nɔⁿtɛn
3514,ontkai,rct.ipfv.real.3act.sgact.2und.sgund.plu,nɔⁿtɛn
3515,ontkai,rct.ipfv.real.3act.sgact.2und.nsgund.nplu,jɔⁿtɛn
3516,ontkai,rct.ipfv.real.3act.sgact.2und.nsgund.plu,jɔⁿtɛn
3517,ontkai,rct.ipfv.real.3act.sgact.3und.sgund.fem.nplu,wɔⁿtɛn
3518,ontkai,rct.ipfv.real.3act.sgact.3und.sgund.fem.plu,wɔⁿtɛn
3519,ontkai,rct.ipfv.real.3act.sgact.3und.sgund.def.nplu,jɔⁿtɛn
3520,ontkai,rct.ipfv.real.3act.sgact.3und.sgund.def.plu,jɔⁿtɛn
3521,ontkai,rct.ipfv.real.3act.sgact.3und.nsgund.nplu,jɔⁿtɛn
3522,ontkai,rct.ipfv.real.3act.sgact.3und.nsgund.plu,jɔⁿtɛn
3523,ontkai,rct.ipfv.real.3act.nsgact.1und.sgund.nplu,wɔⁿtɛnj
3524,ontkai,rct.ipfv.real.3act.nsgact.1und.sgund.plu,wɔⁿtɛnj
3525,ontkai,rct.ipfv.real.3act.nsgact.1und.nsgund.nplu,nɔⁿtɛnj
3526,ontkai,rct.ipfv.real.3act.nsgact.1und.nsgund.plu,nɔⁿtɛnj
3527,ontkai,rct.ipfv.real.3act.nsgact.2und.sgund.nplu,nɔⁿtɛnj
3528,ontkai,rct.ipfv.real.3act.nsgact.2und.sgund.plu,nɔⁿtɛnj
3529,ontkai,rct.ipfv.real.3act.nsgact.2und.nsgund.nplu,jɔⁿtɛnj
3530,ontkai,rct.ipfv.real.3act.nsgact.2und.nsgund.plu,jɔⁿtɛnj
3531,ontkai,rct.ipfv.real.3act.nsgact.3und.sgund.fem.nplu,wɔⁿtɛnj
3532,ontkai,rct.ipfv.real.3act.nsgact.3und.sgund.fem.plu,wɔⁿtɛnj
3533,ontkai,rct.ipfv.real.3act.nsgact.3und.sgund.def.nplu,jɔⁿtɛnj
3534,ontkai,rct.ipfv.real.3act.nsgact.3und.sgund.def.plu,jɔⁿtɛnj
3535,ontkai,rct.ipfv.real.3act.nsgact.3und.nsgund.nplu,jɔⁿtɛnj
3536,ontkai,rct.ipfv.real.3act.nsgact.3und.nsgund.plu,jɔⁿtɛnj
3537,ontkai,rct.pfv.real.1act.sgact.2und.sgund.nplu,knɔⁿtrɔ
3538,ontkai,rct.pfv.real.1act.sgact.2und.nsgund.nplu,sɔⁿtrɔ
3539,ontkai,rct.pfv.real.1act.sgact.3und.sgund.fem.nplu,bɔⁿtrɔ
3540,ontkai,rct.pfv.real.1act.sgact.3und.sgund.def.nplu,sɔⁿtrɔ
3541,ontkai,rct.pfv.real.1act.sgact.3und.nsgund.nplu,sɔⁿtrɔ
3542,ontkai,rct.pfv.real.1act.nsgact.2und.sgund.nplu,knɔⁿtrɔⁿs
3543,ontkai,rct.pfv.real.1act.nsgact.2und.nsgund.nplu,sɔⁿtrɔⁿs
3544,ontkai,rct.pfv.real.1act.nsgact.3und.sgund.fem.nplu,bɔⁿtrɔⁿs
3545,ontkai,rct.pfv.real.1act.nsgact.3und.sgund.def.nplu,sɔⁿtrɔⁿs
3546,ontkai,rct.pfv.real.1act.nsgact.3und.nsgund.nplu,sɔⁿtrɔⁿs
3547,ontkai,rct.pfv.real.2act.sgact.1und.sgund.nplu,bɔⁿtrɔ
3548,ontkai,rct.pfv.real.2act.sgact.1und.nsgund.nplu,knɔⁿtrɔ
3549,ontkai,rct.pfv.real.2act.sgact.3und.sgund.fem.nplu,bɔⁿtrɔ
3550,ontkai,rct.pfv.real.2act.sgact.3und.sgund.def.nplu,sɔⁿtrɔ
3551,ontkai,rct.pfv.real.2act.sgact.3und.nsgund.nplu,sɔⁿtrɔ
3552,ontkai,rct.pfv.real.2act.nsgact.1und.sgund.nplu,bɔⁿtrɔⁿs
3553,ontkai,rct.pfv.real.2act.nsgact.1und.nsgund.nplu,knɔⁿtrɔⁿs
3554,ontkai,rct.pfv.real.2act.nsgact.3und.sgund.fem.nplu,bɔⁿtrɔⁿs
3555,ontkai,rct.pfv.real.2act.nsgact.3und.sgund.def.nplu,sɔⁿtrɔⁿs
3556,ontkai,rct.pfv.real.2act.nsgact.3und.nsgund.nplu,sɔⁿtrɔⁿs
3557,ontkai,rct.pfv.real.3act.sgact.1und.sgund.nplu,bɔⁿtrɔ
3558,ontkai,rct.pfv.real.3act.sgact.1und.nsgund.nplu,knɔⁿtrɔ
3559,ontkai,rct.pfv.real.3act.sgact.2und.sgund.nplu,knɔⁿtrɔ
3560,ontkai,rct.pfv.real.3act.sgact.2und.nsgund.nplu,sɔⁿtrɔ
3561,ontkai,rct.pfv.real.3act.sgact.3und.sgund.fem.nplu,bɔⁿtrɔ
3562,ontkai,rct.pfv.real.3act.sgact.3und.sgund.def.nplu,sɔⁿtrɔ
3563,ontkai,rct.pfv.real.3act.sgact.3und.nsgund.nplu,sɔⁿtrɔ
3564,ontkai,rct.pfv.real.3act.nsgact.1und.sgund.nplu,bɔⁿtrɔⁿs
3565,ontkai,rct.pfv.real.3act.nsgact.1und.nsgund.nplu,knɔⁿtrɔⁿs
3566,ontkai,rct.pfv.real.3act.nsgact.2und.sgund.nplu,knɔⁿtrɔⁿs
3567,ontkai,rct.pfv.real.3act.nsgact.2und.nsgund.nplu,sɔⁿtrɔⁿs
3568,ontkai,rct.pfv.real.3act.nsgact.3und.sgund.fem.nplu,bɔⁿtrɔⁿs
3569,ontkai,rct.pfv.real.3act.nsgact.3und.sgund.def.nplu,sɔⁿtrɔⁿs
3570,ontkai,rct.pfv.real.3act.nsgact.3und.nsgund.nplu,sɔⁿtrɔⁿs
3571,ontkai,rmt.dur.real.1act.sgact.2und.sgund.nplu,#DEF#
3572,ontkai,rmt.dur.real.1act.sgact.2und.sgund.plu,nɔⁿtw
3573,ontkai,rmt.dur.real.1act.sgact.2und.nsgund.nplu,#DEF#
3574,ontkai,rmt.dur.real.1act.sgact.2und.nsgund.plu,jɔⁿtw
3575,ontkai,rmt.dur.real.1act.sgact.3und.sgund.fem.nplu,#DEF#
3576,ontkai,rmt.dur.real.1act.sgact.3und.sgund.fem.plu,wɔⁿtw
3577,ontkai,rmt.dur.real.1act.sgact.3und.sgund.def.nplu,#DEF#
3578,ontkai,rmt.dur.real.1act.sgact.3und.sgund.def.plu,jɔⁿtw
3579,ontkai,rmt.dur.real.1act.sgact.3und.nsgund.nplu,#DEF#
3580,ontkai,rmt.dur.real.1act.sgact.3und.nsgund.plu,jɔⁿtw
3581,ontkai,rmt.dur.real.1act.nsgact.2und.sgund.nplu,#DEF#
3582,ontkai,rmt.dur.real.1act.nsgact.2und.sgund.plu,nɔⁿtaj
3583,ontkai,rmt.dur.real.1act.nsgact.2und.nsgund.nplu,#DEF#
3584,ontkai,rmt.dur.real.1act.nsgact.2und.nsgund.plu,jɔⁿtaj
3585,ontkai,rmt.dur.real.1act.nsgact.3und.sgund.fem.nplu,#DEF#
3586,ontkai,rmt.dur.real.1act.nsgact.3und.sgund.fem.plu,wɔⁿtaj
3587,ontkai,rmt.dur.real.1act.nsgact.3und.sgund.def.nplu,#DEF#
3588,ontkai,rmt.dur.real.1act.nsgact.3und.sgund.def.plu,jɔⁿtaj
3589,ontkai,rmt.dur.real.1act.nsgact.3und.nsgund.nplu,#DEF#
3590,ontkai,rmt.dur.real.1act.nsgact.3und.nsgund.plu,jɔⁿtaj
3591,ontkai,rmt.dur.real.2act.sgact.1und.sgund.nplu,#DEF#
3592,ontkai,rmt.dur.real.2act.sgact.1und.sgund.plu,wɔⁿtw
3593,ontkai,rmt.dur.real.2act.sgact.1und.nsgund.nplu,#DEF#
3594,ontkai,rmt.dur.real.2act.sgact.1und.nsgund.plu,nɔⁿtw
3595,ontkai,rmt.dur.real.2act.sgact.3und.sgund.fem.nplu,#DEF#
3596,ontkai,rmt.dur.real.2act.sgact.3und.sgund.fem.plu,wɔⁿtw
3597,ontkai,rmt.dur.real.2act.sgact.3und.sgund.def.nplu,#DEF#
3598,ontkai,rmt.dur.real.2act.sgact.3und.sgund.def.plu,jɔⁿtw
3599,ontkai,rmt.dur.real.2act.sgact.3und.nsgund.nplu,#DEF#
3600,ontkai,rmt.dur.real.2act.sgact.3und.nsgund.plu,jɔⁿtw
3601,ontkai,rmt.dur.real.2act.nsgact.1und.sgund.nplu,#DEF#
3602,ontkai,rmt.dur.real.2act.nsgact.1und.sgund.plu,wɔⁿtaj
3603,ontkai,rmt.dur.real.2act.nsgact.1und.nsgund.nplu,#DEF#
3604,ontkai,rmt.dur.real.2act.nsgact.1und.nsgund.plu,nɔⁿtaj
3605,ontkai,rmt.dur.real.2act.nsgact.3und.sgund.fem.nplu,#DEF#
3606,ontkai,rmt.dur.real.2act.nsgact.3und.sgund.fem.plu,wɔⁿtaj
3607,ontkai,rmt.dur.real.2act.nsgact.3und.sgund.def.nplu,#DEF#
3608,ontkai,rmt.dur.real.2act.nsgact.3und.sgund.def.plu,jɔⁿtaj
3609,ontkai,rmt.dur.real.2act.nsgact.3und.nsgund.nplu,#DEF#
3610,ontkai,rmt.dur.real.2act.nsgact.3und.nsgund.plu,jɔⁿtaj
3611,ontkai,rmt.dur.real.3act.sgact.1und.sgund.nplu,#DEF#
3612,ontkai,rmt.dur.real.3act.sgact.1und.sgund.plu,wɔⁿtw
3613,ontkai,rmt.dur.real.3act.sgact.1und.nsgund.nplu,#DEF#
3614,ontkai,rmt.dur.real.3act.sgact.1und.nsgund.plu,nɔⁿtw
3615,ontkai,rmt.dur.real.3act.sgact.2und.sgund.nplu,#DEF#
3616,ontkai,rmt.dur.real.3act.sgact.2und.sgund.plu,nɔⁿtw
3617,ontkai,rmt.dur.real.3act.sgact.2und.nsgund.nplu,#DEF#
3618,ontkai,rmt.dur.real.3act.sgact.2und.nsgund.plu,jɔⁿtw
3619,ontkai,rmt.dur.real.3act.sgact.3und.sgund.fem.nplu,#DEF#
3620,ontkai,rmt.dur.real.3act.sgact.3und.sgund.fem.plu,wɔⁿtw
3621,ontkai,rmt.dur.real.3act.sgact.3und.sgund.def.nplu,#DEF#
3622,ontkai,rmt.dur.real.3act.sgact.3und.sgund.def.plu,jɔⁿtw
3623,ontkai,rmt.dur.real.3act.sgact.3und.nsgund.nplu,#DEF#
3624,ontkai,rmt.dur.real.3act.sgact.3und.nsgund.plu,jɔⁿtw
3625,ontkai,rmt.dur.real.3act.nsgact.1und.sgund.nplu,#DEF#
3626,ontkai,rmt.dur.real.3act.nsgact.1und.sgund.plu,wɔⁿtaj
3627,ontkai,rmt.dur.real.3act.nsgact.1und.nsgund.nplu,#DEF#
3628,ontkai,rmt.dur.real.3act.nsgact.1und.nsgund.plu,nɔⁿtaj
3629,ontkai,rmt.dur.real.3act.nsgact.2und.sgund.nplu,#DEF#
3630,ontkai,rmt.dur.real.3act.nsgact.2und.sgund.plu,nɔⁿtaj
3631,ontkai,rmt.dur.real.3act.nsgact.2und.nsgund.nplu,#DEF#
3632,ontkai,rmt.dur.real.3act.nsgact.2und.nsgund.plu,jɔⁿtaj
3633,ontkai,rmt.dur.real.3act.nsgact.3und.sgund.fem.nplu,#DEF#
3634,ontkai,rmt.dur.real.3act.nsgact.3und.sgund.fem.plu,wɔⁿtaj
3635,ontkai,rmt.dur.real.3act.nsgact.3und.sgund.def.nplu,#DEF#
3636,ontkai,rmt.dur.real.3act.nsgact.3und.sgund.def.plu,jɔⁿtaj
3637,ontkai,rmt.dur.real.3act.nsgact.3und.nsgund.nplu,#DEF#
3638,ontkai,rmt.dur.real.3act.nsgact.3und.nsgund.plu,jɔⁿtaj
3639,ontkai,rmt.dur.pot.1act.sgact.2und.sgund.nplu,#DEF#
3640,ontkai,rmt.dur.pot.1act.sgact.2und.sgund.plu,nɔⁿtᵑkw
3641,ontkai,rmt.dur.pot.1act.sgact.2und.nsgund.nplu,#DEF#
3642,ontkai,rmt.dur.pot.1act.sgact.2und.nsgund.plu,jɔⁿtᵑkw
3643,ontkai,rmt.dur.pot.1act.sgact.3und.sgund.fem.nplu,#DEF#
3644,ontkai,rmt.dur.pot.1act.sgact.3und.sgund.fem.plu,wɔⁿtᵑkw
3645,ontkai,rmt.dur.pot.1act.sgact.3und.sgund.def.nplu,#DEF#
3646,ontkai,rmt.dur.pot.1act.sgact.3und.sgund.def.plu,jɔⁿtᵑkw
3647,ontkai,rmt.dur.pot.1act.sgact.3und.nsgund.nplu,#DEF#
3648,ontkai,rmt.dur.pot.1act.sgact.3und.nsgund.plu,jɔⁿtᵑkw
3649,ontkai,rmt.dur.pot.1act.nsgact.2und.sgund.nplu,#DEF#
3650,ontkai,rmt.dur.pot.1act.nsgact.2und.sgund.plu,nɔⁿtᵑkaj
3651,ontkai,rmt.dur.pot.1act.nsgact.2und.nsgund.nplu,#DEF#
3652,ontkai,rmt.dur.pot.1act.nsgact.2und.nsgund.plu,jɔⁿtᵑkaj
3653,ontkai,rmt.dur.pot.1act.nsgact.3und.sgund.fem.nplu,#DEF#
3654,ontkai,rmt.dur.pot.1act.nsgact.3und.sgund.fem.plu,wɔⁿtᵑkaj
3655,ontkai,rmt.dur.pot.1act.nsgact.3und.sgund.def.nplu,#DEF#
3656,ontkai,rmt.dur.pot.1act.nsgact.3und.sgund.def.plu,jɔⁿtᵑkaj
3657,ontkai,rmt.dur.pot.1act.nsgact.3und.nsgund.nplu,#DEF#
